date;IMOEX
15.08.2019;2625,58
16.08.2019;2615,2
19.08.2019;2648,09
20.08.2019;2672,84
21.08.2019;2673,95
22.08.2019;2675,13
23.08.2019;2660,74
26.08.2019;2658,24
27.08.2019;2659,35
28.08.2019;2677,31
29.08.2019;2714,25
30.08.2019;2740,04
02.09.2019;2773,01
03.09.2019;2774,2
04.09.2019;2793,36
05.09.2019;2807,06
06.09.2019;2797,55
09.09.2019;2786,63
10.09.2019;2787,52
11.09.2019;2817,05
12.09.2019;2799,99
13.09.2019;2791,74
16.09.2019;2834,32
17.09.2019;2820,86
18.09.2019;2818,6
19.09.2019;2794,77
20.09.2019;2796,41
23.09.2019;2785,46
24.09.2019;2754,53
25.09.2019;2760,29
26.09.2019;2772,7
27.09.2019;2757,98
30.09.2019;2747,18
01.10.2019;2758,83
02.10.2019;2719,39
03.10.2019;2707,47
04.10.2019;2692,55
07.10.2019;2719,22
08.10.2019;2707,89
09.10.2019;2713,02
10.10.2019;2721,51
11.10.2019;2708,07
14.10.2019;2697,46
15.10.2019;2715,26
16.10.2019;2744,35
17.10.2019;2748,64
18.10.2019;2752,91
21.10.2019;2761,15
22.10.2019;2802,23
23.10.2019;2821,58
24.10.2019;2877,05
25.10.2019;2873,41
28.10.2019;2856,91
29.10.2019;2886,48
30.10.2019;2911,15
31.10.2019;2893,98
01.11.2019;2930,4
05.11.2019;2949,55
06.11.2019;2980,84
07.11.2019;3008,54
08.11.2019;2973,19
11.11.2019;2961,46
12.11.2019;2951,16
13.11.2019;2933,89
14.11.2019;2922,45
15.11.2019;2934,82
18.11.2019;2924,48
19.11.2019;2941,69
20.11.2019;2936,47
21.11.2019;2942,6
22.11.2019;2947,68
25.11.2019;2955,32
26.11.2019;2930,62
27.11.2019;2929,05
28.11.2019;2927,57
29.11.2019;2935,37
02.12.2019;2921,18
03.12.2019;2883,48
04.12.2019;2900,66
05.12.2019;2899,29
06.12.2019;2928,76
09.12.2019;2945,03
10.12.2019;2932,4
11.12.2019;2954,4
12.12.2019;2982,86
13.12.2019;2996,63
16.12.2019;3006,16
17.12.2019;3013,29
18.12.2019;3023,92
19.12.2019;3008,39
20.12.2019;3015,93
23.12.2019;3033,81
24.12.2019;3030,59
25.12.2019;3030,84
26.12.2019;3031,67
27.12.2019;3050,47
30.12.2019;3045,87
03.01.2020;3076,37
06.01.2020;3078,87
08.01.2020;3110,06
09.01.2020;3118,08
10.01.2020;3123,66
13.01.2020;3151,69
14.01.2020;3129,77
15.01.2020;3132,63
16.01.2020;3157,23
17.01.2020;3196,88
20.01.2020;3219,92
21.01.2020;3209,22
22.01.2020;3174,62
23.01.2020;3141,2
24.01.2020;3146,2
27.01.2020;3085,16
28.01.2020;3113,1
29.01.2020;3128,8
30.01.2020;3108,58
31.01.2020;3076,65
03.02.2020;3070,84
04.02.2020;3097,6
05.02.2020;3114,25
06.02.2020;3096,68
07.02.2020;3087,63
10.02.2020;3062,41
11.02.2020;3097,58
12.02.2020;3122,27
13.02.2020;3110,05
14.02.2020;3096,88
17.02.2020;3110,06
18.02.2020;3074,05
19.02.2020;3114,57
20.02.2020;3125,1
21.02.2020;3106,03
25.02.2020;3002,68
26.02.2020;3017,42
27.02.2020;2915,84
28.02.2020;2785,08
02.03.2020;2765,77
03.03.2020;2821,37
04.03.2020;2828,01
05.03.2020;2816,7
06.03.2020;2719,51
10.03.2020;2498,94
11.03.2020;2492,88
12.03.2020;2286,4
13.03.2020;2316,38
16.03.2020;2266,9
17.03.2020;2224,74
18.03.2020;2112,64
19.03.2020;2275,7
20.03.2020;2331,61
23.03.2020;2253,35
24.03.2020;2415,97
25.03.2020;2452,69
26.03.2020;2489,97
27.03.2020;2401,11
30.03.2020;2433,35
31.03.2020;2508,81
01.04.2020;2473,61
02.04.2020;2545,95
03.04.2020;2572,23
06.04.2020;2622,59
07.04.2020;2634,74
08.04.2020;2670,12
09.04.2020;2701,77
10.04.2020;2677,86
13.04.2020;2628,85
14.04.2020;2631,83
15.04.2020;2498,94
16.04.2020;2515,05
17.04.2020;2534,97
20.04.2020;2525,97
21.04.2020;2488,02
22.04.2020;2573,41
23.04.2020;2599,41
24.04.2020;2562,03
27.04.2020;2570,91
28.04.2020;2612,24
29.04.2020;2663,14
30.04.2020;2650,56
04.05.2020;2624,64
05.05.2020;2653,51
06.05.2020;2632,1
07.05.2020;2634
08.05.2020;2641,55
12.05.2020;2642,04
13.05.2020;2604,98
14.05.2020;2590,31
15.05.2020;2593,91
18.05.2020;2694,25
19.05.2020;2711,72
20.05.2020;2770,79
21.05.2020;2718,67
22.05.2020;2709,38
25.05.2020;2757,93
26.05.2020;2754,04
27.05.2020;2741,02
28.05.2020;2779,98
29.05.2020;2734,83
01.06.2020;2750,24
02.06.2020;2796,51
03.06.2020;2831,08
04.06.2020;2766,26
05.06.2020;2792,74
08.06.2020;2796,3
09.06.2020;2795,9
10.06.2020;2785,18
11.06.2020;2743,8
15.06.2020;2719,06
16.06.2020;2748,3
17.06.2020;2740,1
18.06.2020;2724,33
19.06.2020;2758,67
22.06.2020;2763,29
23.06.2020;2791,97
25.06.2020;2760,75
26.06.2020;2761,74
29.06.2020;2767,95
30.06.2020;2743,2
02.07.2020;2788,79
03.07.2020;2801,66
06.07.2020;2835,18
07.07.2020;2825,21
08.07.2020;2815,83
09.07.2020;2782,43
10.07.2020;2800,94
13.07.2020;2766,79
14.07.2020;2744,54
15.07.2020;2747,91
16.07.2020;2760,01
17.07.2020;2774,79
20.07.2020;2802,24
21.07.2020;2825,71
22.07.2020;2834,65
23.07.2020;2851,79
24.07.2020;2863,12
27.07.2020;2884,88
28.07.2020;2895,45
29.07.2020;2918,42
30.07.2020;2882,63
31.07.2020;2911,57
03.08.2020;2929,97
04.08.2020;2940,46
05.08.2020;2992,78
06.08.2020;2988,5
07.08.2020;2972,35
10.08.2020;2960,78
11.08.2020;3005,63
12.08.2020;3053,99
13.08.2020;3080,44
14.08.2020;3061,99
17.08.2020;3052,46
18.08.2020;3050,7
19.08.2020;3056,54
20.08.2020;2993,69
21.08.2020;2995,61
24.08.2020;3029,42
25.08.2020;3029,05
26.08.2020;3051,97
27.08.2020;3012,01
28.08.2020;2980,17
31.08.2020;2966,2
01.09.2020;2975
02.09.2020;2956,5
03.09.2020;2931,92
04.09.2020;2921,55
07.09.2020;2932,29
08.09.2020;2888,79
09.09.2020;2876,07
10.09.2020;2897,55
11.09.2020;2910,51
14.09.2020;2928,38
15.09.2020;2980,58
16.09.2020;2975,01
17.09.2020;2971,74
18.09.2020;2951,79
21.09.2020;2863,67
22.09.2020;2884,66
23.09.2020;2916,39
24.09.2020;2912,76
25.09.2020;2896,83
28.09.2020;2927,17
29.09.2020;2910,12
30.09.2020;2905,81
01.10.2020;2889,8
02.10.2020;2852,42
05.10.2020;2881,98
06.10.2020;2892,99
07.10.2020;2842,58
08.10.2020;2846,39
09.10.2020;2834,09
12.10.2020;2846,14
13.10.2020;2829,23
14.10.2020;2856,08
15.10.2020;2817,29
16.10.2020;2799,54
19.10.2020;2794,27
20.10.2020;2803,06
21.10.2020;2786,23
22.10.2020;2803,17
23.10.2020;2816,7
26.10.2020;2785,59
27.10.2020;2763,03
28.10.2020;2693,46
29.10.2020;2709,04
30.10.2020;2690,59
02.11.2020;2737,54
03.11.2020;2786,42
05.11.2020;2861,39
06.11.2020;2895,62
09.11.2020;2987,75
10.11.2020;2998,61
11.11.2020;3015,03
12.11.2020;3025,83
13.11.2020;3025,22
16.11.2020;3079,74
17.11.2020;3052,22
18.11.2020;3080,68
19.11.2020;3046,49
20.11.2020;3051,04
23.11.2020;3047,06
24.11.2020;3095,84
25.11.2020;3134,52
26.11.2020;3138,62
27.11.2020;3142,68
30.11.2020;3107,58
01.12.2020;3147,79
02.12.2020;3189,61
03.12.2020;3162,67
04.12.2020;3184,72
07.12.2020;3195,08
08.12.2020;3179,61
09.12.2020;3211,66
10.12.2020;3258,31
11.12.2020;3276,58
14.12.2020;3254,83
15.12.2020;3248,11
16.12.2020;3269,95
17.12.2020;3282,67
18.12.2020;3273,75
21.12.2020;3186,38
22.12.2020;3236,46
23.12.2020;3252,1
24.12.2020;3236,88
25.12.2020;3246,35
28.12.2020;3258,95
29.12.2020;3274,67
30.12.2020;3289,02
04.01.2021;3350,51
05.01.2021;3359,15
06.01.2021;3371,03
08.01.2021;3454,82
11.01.2021;3482,48
12.01.2021;3471,65
13.01.2021;3470,26
14.01.2021;3490,85
15.01.2021;3450,95
18.01.2021;3471,92
19.01.2021;3443,23
20.01.2021;3466,8
21.01.2021;3422,67
22.01.2021;3382,92
25.01.2021;3397,48
26.01.2021;3390,76
27.01.2021;3343,62
28.01.2021;3342,01
29.01.2021;3277,08
01.02.2021;3291,14
02.02.2021;3360,25
03.02.2021;3343,46
04.02.2021;3372
05.02.2021;3392,73
08.02.2021;3445,9
09.02.2021;3426,86
10.02.2021;3399,66
11.02.2021;3414,32
12.02.2021;3427,08
15.02.2021;3481,9
16.02.2021;3495,26
17.02.2021;3436,8
18.02.2021;3400,17
19.02.2021;3457,68
20.02.2021;3446,32
22.02.2021;3433,93
24.02.2021;3385,48
25.02.2021;3409,76
26.02.2021;3346,64
01.03.2021;3386,16
02.03.2021;3410,1
03.03.2021;3416,04
04.03.2021;3397,56
05.03.2021;3414,13
09.03.2021;3478,72
10.03.2021;3463,06
11.03.2021;3508,51
12.03.2021;3539,5
15.03.2021;3584,49
16.03.2021;3589,83
17.03.2021;3507,91
18.03.2021;3504,85
19.03.2021;3475,26
22.03.2021;3489,07
23.03.2021;3467,21
24.03.2021;3485,33
25.03.2021;3439,3
26.03.2021;3489,83
29.03.2021;3529,33
30.03.2021;3525,23
31.03.2021;3541,72
01.04.2021;3527,54
02.04.2021;3558,22
05.04.2021;3524,93
06.04.2021;3493,89
07.04.2021;3500,34
08.04.2021;3507,83
09.04.2021;3486,03
12.04.2021;3522,65
13.04.2021;3526,3
14.04.2021;3576,89
15.04.2021;3568,51
16.04.2021;3598,44
19.04.2021;3574,08
20.04.2021;3552,41
21.04.2021;3561,72
22.04.2021;3600,35
23.04.2021;3597,17
26.04.2021;3610,98
27.04.2021;3600,6
28.04.2021;3578,12
29.04.2021;3571,05
30.04.2021;3544
04.05.2021;3577,21
05.05.2021;3643,56
06.05.2021;3658,27
07.05.2021;3682,69
10.05.2021;3694,78
11.05.2021;3652,05
12.05.2021;3654,14
13.05.2021;3637,38
14.05.2021;3637,6
17.05.2021;3639,61
18.05.2021;3687,96
19.05.2021;3634,76
20.05.2021;3636,16
21.05.2021;3660,48
24.05.2021;3662,51
25.05.2021;3686,76
26.05.2021;3711,05
27.05.2021;3738,68
28.05.2021;3730,55
31.05.2021;3721,63
01.06.2021;3764,59
02.06.2021;3817,68
03.06.2021;3805,45
04.06.2021;3807,43
07.06.2021;3822,21
08.06.2021;3807,43
09.06.2021;3843,28
10.06.2021;3827,71
11.06.2021;3841,53
14.06.2021;3860,18
15.06.2021;3822,4
16.06.2021;3829,67
17.06.2021;3819,07
18.06.2021;3802,95
21.06.2021;3813,45
22.06.2021;3821,68
23.06.2021;3837,15
24.06.2021;3823,44
25.06.2021;3831,84
28.06.2021;3825,57
29.06.2021;3790,85
30.06.2021;3841,85
01.07.2021;3858,32
02.07.2021;3865,42
05.07.2021;3882,59
06.07.2021;3884,3
07.07.2021;3895,1
08.07.2021;3861,08
09.07.2021;3855,31
12.07.2021;3875,61
13.07.2021;3877,03
14.07.2021;3832,85
15.07.2021;3799,97
16.07.2021;3770,15
19.07.2021;3693,42
20.07.2021;3704,4
21.07.2021;3722,96
22.07.2021;3754,44
23.07.2021;3734,54
26.07.2021;3750,1
27.07.2021;3733,1
28.07.2021;3782,28
29.07.2021;3804,33
30.07.2021;3771,58
02.08.2021;3788,1
03.08.2021;3793,69
04.08.2021;3810,62
05.08.2021;3833,75
06.08.2021;3805,36
09.08.2021;3835,11
10.08.2021;3862,32
11.08.2021;3877,37
12.08.2021;3888,86
13.08.2021;3873
16.08.2021;3895,31
17.08.2021;3943,01
18.08.2021;3925,17
19.08.2021;3853,98
20.08.2021;3832,7
23.08.2021;3883,01
24.08.2021;3888,87
25.08.2021;3886,64
26.08.2021;3851,57
27.08.2021;3887,38
30.08.2021;3928,5
31.08.2021;3918,96
01.09.2021;3971,02
02.09.2021;3990,77
03.09.2021;4001,7
06.09.2021;4028,25
07.09.2021;4010,16
08.09.2021;4017,37
09.09.2021;3993,56
10.09.2021;4002,66
13.09.2021;4041,16
14.09.2021;4055,7
15.09.2021;4065,53
16.09.2021;4045,1
17.09.2021;4035,17
20.09.2021;3969,61
21.09.2021;3970,48
22.09.2021;4030,98
23.09.2021;4052,14
24.09.2021;4038,23
27.09.2021;4081,22
28.09.2021;4065,46
29.09.2021;4058,37
30.09.2021;4103,52
01.10.2021;4086,99
04.10.2021;4112,72
05.10.2021;4223,85
06.10.2021;4171,71
07.10.2021;4228,02
08.10.2021;4238
11.10.2021;4279,87
12.10.2021;4263,8
13.10.2021;4243,92
14.10.2021;4259,13
15.10.2021;4261,82
18.10.2021;4248,33
19.10.2021;4276,26
20.10.2021;4287,52
21.10.2021;4218,63
22.10.2021;4196,96
25.10.2021;4254,98
26.10.2021;4235,87
27.10.2021;4229,53
28.10.2021;4189,66
29.10.2021;4150
01.11.2021;4221,49
02.11.2021;4207,53
03.11.2021;4184,87
05.11.2021;4174,76
08.11.2021;4218,27
09.11.2021;4187,33
10.11.2021;4172,47
11.11.2021;4189,35
12.11.2021;4121,66
15.11.2021;4135,14
16.11.2021;4120,02
17.11.2021;4149,02
18.11.2021;4093,85
19.11.2021;4016,47
22.11.2021;3872,77
23.11.2021;3960,33
24.11.2021;3950,56
25.11.2021;3947,82
26.11.2021;3810,98
29.11.2021;3879,54
30.11.2021;3890,59
01.12.2021;3959,29
02.12.2021;3947,54
03.12.2021;3913,06
06.12.2021;3810,1
07.12.2021;3873,2
08.12.2021;3773,61
09.12.2021;3813,29
10.12.2021;3760,23
13.12.2021;3618,31
14.12.2021;3619,39
15.12.2021;3621,82
16.12.2021;3750,36
17.12.2021;3723,27
20.12.2021;3669,05
21.12.2021;3693,02
22.12.2021;3746,75
23.12.2021;3704,6
24.12.2021;3702,72
27.12.2021;3740,63
28.12.2021;3777,56
29.12.2021;3741,07
30.12.2021;3787,26
03.01.2022;3852,5
04.01.2022;3873,49
05.01.2022;3815,05
06.01.2022;3753,29
07.01.2022;3772,04
10.01.2022;3738,68
11.01.2022;3785,29
12.01.2022;3829,95
13.01.2022;3674,73
14.01.2022;3596,98
17.01.2022;3560,35
18.01.2022;3328,94
19.01.2022;3436,82
20.01.2022;3516,02
21.01.2022;3439,25
24.01.2022;3235,28
25.01.2022;3258,74
26.01.2022;3357,66
27.01.2022;3455,93
28.01.2022;3488,6
31.01.2022;3530,38
01.02.2022;3548,17
02.02.2022;3543,8
03.02.2022;3471,18
04.02.2022;3471,01
07.02.2022;3470,78
08.02.2022;3551,65
09.02.2022;3638,93
10.02.2022;3655,76
11.02.2022;3546,62
14.02.2022;3481,38
15.02.2022;3600,29
16.02.2022;3646,41
17.02.2022;3511,08
18.02.2022;3393,31
21.02.2022;3036,88
22.02.2022;3084,74
24.02.2022;2058,12
25.02.2022;2470,48
24.03.2022;2578,51
25.03.2022;2484,13
28.03.2022;2430,7
29.03.2022;2408,49
30.03.2022;2513,03
31.03.2022;2703,51
01.04.2022;2759,64
04.04.2022;2787,69
05.04.2022;2662,79
06.04.2022;2611,43
07.04.2022;2635,39
08.04.2022;2592,72
11.04.2022;2557,16
12.04.2022;2540,99
13.04.2022;2528,42
14.04.2022;2404,73
15.04.2022;2424,99
18.04.2022;2342,63
19.04.2022;2317,46
20.04.2022;2330,73
21.04.2022;2271,05
22.04.2022;2232,23
25.04.2022;2186,22
26.04.2022;2318,46
27.04.2022;2424,28
28.04.2022;2383,66
29.04.2022;2445,17
04.05.2022;2373,16
05.05.2022;2404,8
06.05.2022;2393,03
11.05.2022;2387,14
12.05.2022;2297,89
13.05.2022;2307,5
16.05.2022;2364,6
17.05.2022;2424,1
18.05.2022;2445,3
19.05.2022;2436,57
20.05.2022;2373,26
23.05.2022;2301,85
24.05.2022;2293,62
25.05.2022;2340,18
26.05.2022;2413,06
27.05.2022;2407,59
30.05.2022;2400,39
31.05.2022;2355,75
01.06.2022;2374,6
02.06.2022;2340,17
03.06.2022;2308,03
06.06.2022;2282,16
07.06.2022;2291,62
08.06.2022;2318,85
09.06.2022;2293,99
10.06.2022;2285,52
14.06.2022;2289,75
15.06.2022;2318,96
16.06.2022;2369,75
17.06.2022;2353,98
20.06.2022;2404,4
21.06.2022;2358,81
22.06.2022;2373,52
23.06.2022;2404,54
24.06.2022;2391,51
27.06.2022;2417,06
28.06.2022;2408,75
29.06.2022;2378,55
30.06.2022;2204,85
01.07.2022;2206,61
04.07.2022;2204,66
05.07.2022;2226,64
06.07.2022;2221,88
07.07.2022;2226,65
08.07.2022;2222,51
11.07.2022;2162,34
12.07.2022;2133,77
13.07.2022;2073,68
14.07.2022;2063,3
15.07.2022;2109,52
18.07.2022;2096,42
19.07.2022;2071,28
20.07.2022;2075,24
21.07.2022;2053,64
22.07.2022;2096,75
25.07.2022;2128,96
26.07.2022;2192,42
27.07.2022;2196,22
28.07.2022;2189,16
29.07.2022;2213,81
01.08.2022;2180,09
02.08.2022;2137,3
03.08.2022;2123,92
04.08.2022;2116,58
05.08.2022;2054,29
08.08.2022;2088,4
09.08.2022;2136,8
10.08.2022;2151,5
11.08.2022;2133,11
12.08.2022;2147,33
15.08.2022;2165,12
16.08.2022;2208,33
17.08.2022;2188,56
18.08.2022;2194,31
19.08.2022;2195,16
22.08.2022;2228,11
23.08.2022;2260,08
24.08.2022;2248,22
25.08.2022;2246,34
26.08.2022;2268,89
29.08.2022;2296,33
30.08.2022;2306,62
31.08.2022;2400,08
01.09.2022;2445,77
02.09.2022;2471,45
05.09.2022;2488,44
06.09.2022;2425,33
07.09.2022;2401,57
08.09.2022;2390,27
09.09.2022;2426,06
12.09.2022;2449,65
13.09.2022;2446,89
14.09.2022;2435,89
15.09.2022;2446,59
16.09.2022;2435,18
19.09.2022;2430,54
20.09.2022;2215,67
21.09.2022;2130,71
22.09.2022;2190,87
23.09.2022;2089,87
26.09.2022;1933,35
27.09.2022;1953,46
28.09.2022;1963,86
29.09.2022;1953,77
30.09.2022;1957,31
03.10.2022;2041,96
04.10.2022;2046,42
05.10.2022;2029,88
06.10.2022;2020,63
07.10.2022;1944,75
10.10.2022;1916,97
11.10.2022;1949,46
12.10.2022;1951,65
13.10.2022;1955,2
14.10.2022;1950,98
17.10.2022;2012,85
18.10.2022;2032,4
19.10.2022;1978,4
20.10.2022;2025,51
21.10.2022;2043,71
24.10.2022;2063,95
25.10.2022;2130,65
26.10.2022;2120,58
27.10.2022;2164,64
28.10.2022;2167,7
31.10.2022;2166,61
01.11.2022;2174,35
02.11.2022;2173,84
03.11.2022;2155,92
07.11.2022;2208,78
08.11.2022;2207,2
09.11.2022;2166,56
10.11.2022;2210,02
11.11.2022;2217,44
14.11.2022;2244,77
15.11.2022;2223,26
16.11.2022;2227,19
17.11.2022;2212,93
18.11.2022;2206,32
21.11.2022;2166,31
22.11.2022;2196,04
23.11.2022;2211,89
24.11.2022;2210,95
25.11.2022;2195,17
28.11.2022;2177,45
29.11.2022;2185,32
30.11.2022;2174,53
01.12.2022;2187,29
02.12.2022;2180,44
05.12.2022;2208,28
06.12.2022;2196,24
07.12.2022;2192,88
08.12.2022;2184,43
09.12.2022;2177,85
12.12.2022;2173,16
13.12.2022;2174,38
14.12.2022;2159,81
15.12.2022;2126,8
16.12.2022;2132,75
19.12.2022;2129,98
20.12.2022;2119,37
21.12.2022;2116,13
22.12.2022;2122,91
23.12.2022;2124,02
26.12.2022;2139,21
27.12.2022;2150,92
28.12.2022;2139,77
29.12.2022;2147,06
30.12.2022;2154,12
03.01.2023;2172,68
04.01.2023;2168,42
05.01.2023;2156,67
06.01.2023;2156,39
09.01.2023;2163,5
10.01.2023;2159,51
11.01.2023;2186,98
12.01.2023;2185,93
13.01.2023;2199,94
16.01.2023;2224,9
17.01.2023;2196,84
18.01.2023;2196,26
19.01.2023;2168,83
20.01.2023;2166,69
23.01.2023;2185,31
24.01.2023;2172,75
25.01.2023;2170,15
26.01.2023;2166,92
27.01.2023;2189,35
30.01.2023;2204,41
31.01.2023;2225,6
01.02.2023;2230,15
02.02.2023;2243,54
03.02.2023;2248,3
06.02.2023;2272,37
07.02.2023;2267,69
08.02.2023;2251,97
09.02.2023;2262,45
10.02.2023;2261,58
13.02.2023;2264,27
14.02.2023;2232,23
15.02.2023;2166,46
16.02.2023;2153,96
17.02.2023;2168,88
20.02.2023;2183,57
21.02.2023;2212,42
22.02.2023;2212,4
24.02.2023;2208,03
27.02.2023;2241,1
28.02.2023;2253,16
01.03.2023;2279,65
02.03.2023;2254,3
03.03.2023;2272,2
06.03.2023;2294,12
07.03.2023;2295,6
09.03.2023;2290,14
10.03.2023;2276,25
13.03.2023;2269,47
14.03.2023;2290,32
15.03.2023;2262,07
16.03.2023;2258,22
17.03.2023;2322,78
20.03.2023;2397,16
21.03.2023;2398,15
22.03.2023;2393,88
23.03.2023;2388,35
24.03.2023;2391,53
27.03.2023;2440,68
28.03.2023;2442,19
29.03.2023;2460,87
30.03.2023;2465,93
31.03.2023;2450,67
03.04.2023;2473,32
04.04.2023;2480,45
05.04.2023;2500,8
06.04.2023;2498,3
07.04.2023;2508,39
10.04.2023;2547,35
11.04.2023;2533,69
12.04.2023;2538,47
13.04.2023;2544,28
14.04.2023;2554,85
17.04.2023;2596,11
18.04.2023;2615,62
19.04.2023;2606,55
20.04.2023;2637,85
21.04.2023;2639,95
24.04.2023;2635,43
25.04.2023;2626,86
26.04.2023;2620,33
27.04.2023;2646,18
28.04.2023;2634,94
02.05.2023;2580,51
03.05.2023;2532,42
04.05.2023;2524,51
05.05.2023;2538,24
08.05.2023;2527,59
10.05.2023;2548,63
11.05.2023;2595,12
12.05.2023;2565,17
15.05.2023;2611,07
16.05.2023;2633,71
17.05.2023;2634,48
18.05.2023;2632,91
19.05.2023;2626,16
22.05.2023;2633,26
23.05.2023;2641,66
24.05.2023;2654,99
25.05.2023;2649,98
26.05.2023;2682,03
29.05.2023;2732
30.05.2023;2698,75
31.05.2023;2717,64
01.06.2023;2721,73
02.06.2023;2719,48
05.06.2023;2694,14
06.06.2023;2681,25
07.06.2023;2694,69
08.06.2023;2709,69
09.06.2023;2708,04
13.06.2023;2757,28
14.06.2023;2765,18
15.06.2023;2800,17
16.06.2023;2800,79
19.06.2023;2815,07
20.06.2023;2803,69
21.06.2023;2819,3
22.06.2023;2815,83
23.06.2023;2795,06
26.06.2023;2757,13
27.06.2023;2776,63
28.06.2023;2780,92
29.06.2023;2796,41
30.06.2023;2797,37
03.07.2023;2793,93
04.07.2023;2808,22
05.07.2023;2805
06.07.2023;2819,6
07.07.2023;2832,51
10.07.2023;2856,76
11.07.2023;2860,33
12.07.2023;2896,83
13.07.2023;2885,63
14.07.2023;2902,72
17.07.2023;2917,61
18.07.2023;2954,52
19.07.2023;2943,43
20.07.2023;2917,48
21.07.2023;2923,54
24.07.2023;2937,47
25.07.2023;2975,36
26.07.2023;2970,42
27.07.2023;2987,85
28.07.2023;3008,61
31.07.2023;3073,5
01.08.2023;3093,64
02.08.2023;3106,46
03.08.2023;3147,8
04.08.2023;3092,44
07.08.2023;3084,08
08.08.2023;3085,31
09.08.2023;3099,52
10.08.2023;3148,86
11.08.2023;3155,51
14.08.2023;3131
15.08.2023;3115,25
16.08.2023;3049,46
17.08.2023;3059,02
18.08.2023;3111,22
21.08.2023;3139,93
22.08.2023;3164,25
23.08.2023;3146,2
24.08.2023;3137,37
25.08.2023;3157,33
28.08.2023;3198,72
29.08.2023;3211,36
30.08.2023;3212,68
31.08.2023;3227,99
01.09.2023;3231,35
04.09.2023;3268,97
05.09.2023;3264,43
06.09.2023;3245,47
07.09.2023;3169,07
08.09.2023;3142,88
11.09.2023;3122,37
12.09.2023;3165,92
13.09.2023;3148,32
14.09.2023;3139,49
15.09.2023;3152,53
18.09.2023;3135,18
19.09.2023;3083,85
20.09.2023;3068,15
21.09.2023;3019,22
22.09.2023;3049,07
25.09.2023;3045,39
26.09.2023;3051,91
27.09.2023;3067,61
28.09.2023;3108,07
29.09.2023;3133,26
02.10.2023;3132,33
03.10.2023;3143,88
04.10.2023;3134,25
05.10.2023;3131,76
06.10.2023;3144,89
09.10.2023;3174,02
10.10.2023;3177,03
11.10.2023;3194,12
12.10.2023;3174,66
13.10.2023;3192,33
16.10.2023;3234,78
17.10.2023;3247,15
18.10.2023;3249,21
19.10.2023;3255,16
20.10.2023;3269,27
23.10.2023;3263,68
24.10.2023;3265,01
25.10.2023;3265,28
26.10.2023;3223,89
27.10.2023;3224,18
30.10.2023;3227,07
31.10.2023;3200,97
01.11.2023;3206,52
02.11.2023;3197,22
03.11.2023;3208,63
06.11.2023;3235,11
07.11.2023;3246,34
08.11.2023;3245,43
09.11.2023;3239,92
10.11.2023;3242,06
13.11.2023;3248,27
14.11.2023;3212,39
15.11.2023;3215,11
16.11.2023;3189,08
17.11.2023;3206,34
20.11.2023;3207,36
21.11.2023;3218,48
22.11.2023;3230,65
23.11.2023;3221,05
24.11.2023;3217,76
27.11.2023;3191,05
28.11.2023;3196,36
29.11.2023;3173,52
30.11.2023;3165,79
01.12.2023;3142,29
04.12.2023;3114,41
05.12.2023;3129,33
06.12.2023;3079,5
07.12.2023;3073,63
08.12.2023;3079,99
11.12.2023;3026,17
12.12.2023;3019,89
13.12.2023;3032,22
14.12.2023;3008,84
15.12.2023;3033,89
18.12.2023;3076,26
19.12.2023;3083,64
20.12.2023;3104,66
21.12.2023;3073,57
22.12.2023;3092,58
25.12.2023;3099,02
26.12.2023;3094,72
27.12.2023;3097,49
28.12.2023;3101,99
29.12.2023;3099,11
03.01.2024;3130,23
04.01.2024;3136,07
05.01.2024;3136,37
08.01.2024;3158,58
09.01.2024;3155,55
10.01.2024;3164,7
11.01.2024;3181,25
12.01.2024;3185,22
15.01.2024;3184,88
16.01.2024;3179,45
17.01.2024;3185,23
18.01.2024;3178,85
19.01.2024;3166,37
22.01.2024;3172,15
23.01.2024;3175,74
24.01.2024;3162,41
25.01.2024;3157,74
26.01.2024;3163,21
29.01.2024;3176,61
30.01.2024;3196,08
31.01.2024;3214,19
01.02.2024;3229,89
02.02.2024;3226,35
05.02.2024;3226,79
06.02.2024;3238,4
07.02.2024;3256,58
08.02.2024;3241,81
09.02.2024;3242,38
12.02.2024;3248,5
13.02.2024;3254,6
14.02.2024;3258,14
15.02.2024;3265,63
16.02.2024;3242,48
19.02.2024;3244,56
20.02.2024;3207,49
21.02.2024;3139,5
22.02.2024;3142,3
26.02.2024;3213,17
27.02.2024;3208,99
28.02.2024;3227,05
29.02.2024;3256,8
01.03.2024;3266,66
04.03.2024;3296,75
05.03.2024;3300,89
06.03.2024;3310,58
07.03.2024;3315,68
11.03.2024;3320,31
12.03.2024;3332,6
13.03.2024;3320,68
14.03.2024;3297
15.03.2024;3300,07
18.03.2024;3296,3
19.03.2024;3264,97
20.03.2024;3267,1
21.03.2024;3286,69
22.03.2024;3273,49
25.03.2024;3281,63
26.03.2024;3285,54
27.03.2024;3304,09
28.03.2024;3312,77
29.03.2024;3332,53
01.04.2024;3363,29
02.04.2024;3371,29
03.04.2024;3395,59
04.04.2024;3407,57
05.04.2024;3395,37
08.04.2024;3417,38
09.04.2024;3414,26
10.04.2024;3439,11
11.04.2024;3439,53
12.04.2024;3456,24
15.04.2024;3472,19
16.04.2024;3462,94
17.04.2024;3454,07
18.04.2024;3455,82
19.04.2024;3470,88
