date; SBER ; SBERP ; GAZP ; LKOH ; ROSN ; NVTK ; TATN ; TATNP ; SNGS ; SNGSP ; GMKN ; CHMF ; NLMK ; MAGN ; MTSS ; AFLT ; VTBR ; MOEX ; PLZL ; ALRS ; MGNT ; PHOR ; AKRN ; FEES ; HYDR ; IRAO ; BSPB ; TRNFP ;SIBN;LSRG
17.01.2020;262,5;234,57;255,39;6685;485,15;1255,4;809,6;763,7; 53,78 ; 37,25 ;21524;977,2;150,2; 47,09 ;321,15; 110,74 ; 0,05 ;114,8;7360;91,85;3623;2487;4740;0,22; 0,66 ; 5,92 ; 55,89 ;178650;467,75;866,8
20.01.2020;266,28;238,5;253,5;6717;484,85;1243;830;777,5; 54,17 ; 36,96 ;21850;990,6;148,78; 47,53 ;327,2; 115,00 ; 0,05 ;116;7385;90,99;3855;2490;4756;0,21802; 0,68 ; 6,03 ; 57,80 ;178300;470;893,6
21.01.2020;268,06;238,4;252,99;6708,5;486,15;1242;825;767,2; 52,04 ; 37,67 ;21450;978,6;147,36; 46,20 ;328,7; 113,90 ; 0,05 ;114,62;7374,5;90,87;3840;2487;4740;0,2134; 0,67 ; 6,01 ; 57,63 ;178400;463;891,6
22.01.2020;266,54;236,5;248,1;6655,5;478,15;1196,8;818;758,3; 49,50 ; 37,00 ;21310;959,2;144,04; 44,72 ;333,8; 114,58 ; 0,05 ;114,5;7380;91,49;3750;2463;4734;0,214; 0,66 ; 5,86 ; 56,56 ;178050;456,25;890
23.01.2020;263,73;233,77;239,3;6590;473,1;1212,4;800;743,8; 47,80 ; 36,77 ;21146;962;144,2; 45,30 ;329,95; 115,50 ; 0,05 ;113,82;7377,5;90,02;3702,5;2447;4742;0,2087; 0,68 ; 5,91 ; 56,31 ;178000;450;909,4
24.01.2020;265,49;234,61;237,95;6620;474;1202;795,7;734,5; 48,08 ; 36,53 ;21188;956,2;145; 45,35 ;336,45; 114,82 ; 0,05 ;113;7448,5;90,49;3796;2452;4732;0,2182; 0,69 ; 5,88 ; 56,18 ;176700;454;907
27.01.2020;255,32;228,51;230,96;6545;468,3;1176,6;779,8;715,4; 46,50 ; 35,69 ;21100;930;143,16; 44,31 ;326,75; 110,70 ; 0,05 ;110,62;7857;87;3708,5;2426;4736;0,21176; 0,68 ; 5,67 ; 55,85 ;173500;444;888
28.01.2020;257,7;229,86;235;6650;477,7;1168,2;779;721,4; 47,40 ; 35,74 ;21282;938,6;144,12; 45,32 ;327,25; 108,80 ; 0,05 ;111,3;7775;85,53;3751;2417;4780;0,21694; 0,69 ; 5,80 ; 56,15 ;171200;455,15;895
29.01.2020;259,94;231,39;232;6633;481,7;1199;780;729,4; 47,94 ; 36,00 ;21230;941,2;144,2; 45,43 ;328,5; 108,00 ; 0,05 ;111,8;7752;85,5;3819,5;2452;4782;0,22448; 0,71 ; 5,92 ; 56,60 ;168500;457,4;900
30.01.2020;257,31;229,63;231,53;6443,5;481,2;1193,6;777;723; 47,90 ; 35,64 ;20880;931;143,82; 45,32 ;330,5; 107,80 ; 0,05 ;111,81;7819,5;82,82;3830;2470;4828;0,22498; 0,70 ; 5,94 ; 56,85 ;167600;454,15;910
31.01.2020;252,2;227,1;226,7;6550,5;480,5;1155,6;761;716,9; 46,05 ; 36,11 ;20800;911,4;138; 44,91 ;326,4; 107,40 ; 0,05 ;109,94;7814,5;80,2;3727;2469;4838;0,21914; 0,69 ; 5,79 ; 56,03 ;164950;446,45;905
03.02.2020;253,99;225,6;227,64;6594,5;479,95;1140;751,6;707,9; 44,46 ; 34,70 ;20410;904,2;135,98; 45,15 ;331,95; 109,30 ; 0,05 ;110,94;7698;81,45;3720,5;2425;4890;0,222; 0,70 ; 5,83 ; 56,13 ;162050;442,8;899,2
04.02.2020;255,4;226,9;230,5;6500;480;1143,6;764,3;720; 46,71 ; 35,20 ;20898;912,4;138,42; 46,06 ;332,95; 111,94 ; 0,05 ;113,35;7529;82,7;3750;2444;4852;0,22348; 0,71 ; 5,92 ; 56,51 ;166000;445,75;904,2
05.02.2020;255,2;229,4;232,56;6550,5;477;1153,8;765,3;729,5; 46,88 ; 34,80 ;21316;923,4;138,82; 46,20 ;331,4; 117,46 ; 0,05 ;113,3;7481;84,39;3783,5;2432;4838;0,229; 0,71 ; 5,96 ; 56,71 ;165150;455,25;915
06.02.2020;252,11;229,54;231,38;6506,5;475,6;1097,6;762,9;724; 46,97 ; 34,77 ;21240;925;139,44; 45,23 ;331; 118,98 ; 0,05 ;112,42;7562;83,71;3713;2420;4830;0,2248; 0,71 ; 5,90 ; 56,71 ;166650;450,15;916,8
07.02.2020;254,3;231,08;229,11;6450,5;463,6;1072;752;722,6; 46,13 ; 35,00 ;21200;935,4;139,98; 45,13 ;331; 119,62 ; 0,05 ;113,16;7765,5;84,53;3640;2439;4852;0,22312; 0,73 ; 5,88 ; 56,11 ;164050;444,5;920,8
10.02.2020;252,26;231,8;225,2;6410;450;1047,2;741;715; 46,22 ; 35,14 ;21442;922;137,58; 44,39 ;330,7; 118,30 ; 0,05 ;113,8;7915,5;82,05;3564,5;2440;4782;0,2255; 0,72 ; 5,90 ; 56,65 ;161550;440;909
11.02.2020;254,5;237;233,9;6397,5;454,3;1060;753,7;734,5; 47,73 ; 35,40 ;21910;923,4;137,2; 45,45 ;332,7; 117,38 ; 0,05 ;114;7895,5;82,18;3575;2439;4778;0,22278; 0,72 ; 5,95 ; 56,84 ;162000;455;912
12.02.2020;254,5;235,6;238,03;6466;465,8;1050;768,2;748,3; 49,00 ; 35,43 ;21966;938;141,24; 45,70 ;339; 119,52 ; 0,05 ;112,91;7838,5;82,78;3760;2431;4780;0,22562; 0,73 ; 6,04 ; 56,85 ;161300;465;912,8
13.02.2020;253,89;236,3;233,55;6470,5;463;1054;763;741; 48,31 ; 35,35 ;21510;926;139,14; 45,40 ;337,8; 119,50 ; 0,05 ;112,25;7968,5;81,47;3750;2418;4780;0,22964; 0,75 ; 6,28 ; 57,98 ;162050;460,8;906,2
14.02.2020;251,75;232,87;232,5;6451;460,5;1051,4;763,1;742; 48,32 ; 35,20 ;21530;928;140,32; 45,70 ;340,55; 119,40 ; 0,05 ;112,5;8003;82,17;3669;2418;4750;0,231; 0,75 ; 6,31 ; 58,35 ;163000;459,1;904
17.02.2020;251,36;231,47;233,75;6463;464,7;1092;766,1;739,2; 48,63 ; 35,54 ;21790;924,6;140,42; 45,42 ;341; 120,30 ; 0,05 ;112,8;7922;82,19;3697;2423;4846;0,2331; 0,75 ; 6,50 ; 58,45 ;164750;458,7;904,8
18.02.2020;249,2;228,14;230,5;6378,5;452,2;1094,4;750,8;725,5; 46,70 ; 34,95 ;21818;914,6;138,9; 44,87 ;341,4; 117,70 ; 0,05 ;111,8;8000;80,5;3620;2427;4836;0,22746; 0,74 ; 6,31 ; 57,93 ;161750;451,05;899
19.02.2020;249,7;229,53;231,9;6509;465,65;1117;765,4;736; 47,46 ; 35,30 ;22520;914;139,12; 44,85 ;348,1; 117,40 ; 0,05 ;111,65;8111;81,25;3640,5;2427;4872;0,23346; 0,75 ; 6,31 ; 57,73 ;163450;454,7;902,6
20.02.2020;250,15;229,9;234,6;6543,5;470,4;1106,4;764,1;734,3; 47,39 ; 35,36 ;22342;915,8;139,98; 45,05 ;347,5; 115,96 ; 0,05 ;112;8200;82,96;3641;2433;4876;0,23676; 0,74 ; 6,35 ; 58,00 ;164000;459;912
21.02.2020;250,8;230,91;232;6450;461,75;1094,2;755;726; 46,76 ; 35,36 ;22220;908;139,82; 44,90 ;348; 115,86 ; 0,05 ;111,33;8507,5;83,2;3625;2418;4900;0,24322; 0,74 ; 6,22 ; 57,63 ;162250;456,8;923,2
25.02.2020;245,19;227,5;224,68;6165;443,85;1048;721,4;695; 44,81 ; 34,90 ;21554;890;137,72; 44,10 ;337,5; 109,80 ; 0,05 ;107,54;8780;80,2;3503;2395;4850;0,227; 0,72 ; 5,94 ; 56,40 ;160000;442,5;902
26.02.2020;250,8;229,08;224,76;6256,5;443,7;1039,6;724,3;705; 44,00 ; 34,77 ;21826;886,4;136,74; 44,30 ;339; 108,22 ; 0,05 ;107,3;8644,5;79;3529;2396;4850;0,228; 0,71 ; 5,91 ; 55,60 ;160000;439,3;879
27.02.2020;242,88;222;217,5;6000;422,05;998,4;691,6;681,3; 39,60 ; 33,76 ;21238;865,4;131,4; 43,00 ;329; 100,24 ; 0,05 ;104,73;8901,5;76,26;3345;2356;4954;0,2183; 0,65 ; 5,76 ; 53,08 ;157450;430,6;854,6
28.02.2020;233,36;215,15;202,65;5699,5;403,4;964,8;671,6;660,8; 38,44 ; 32,77 ;20250;814,6;124,94; 39,99 ;320,5; 92,94 ; 0,04 ;99,08;8464;71,39;3160,5;2317;4940;0,207; 0,64 ; 5,20 ; 51,62 ;151850;395,85;827
02.03.2020;228,17;216,96;198,78;5550;394,5;997,2;667,9;661,1; 38,82 ; 32,71 ;20160;810,6;122,18; 39,04 ;327,2; 93,18 ; 0,04 ;99,73;8540,5;71,56;3201;2257;5080;0,205; 0,66 ; 5,43 ; 52,52 ;149100;398,7;845
03.03.2020;236,63;222,4;201,48;5782;406;1007,6;682,7;676; 39,05 ; 32,93 ;20714;820,4;122,36; 38,94 ;328,25; 93,84 ; 0,04 ;98,08;8591;70,82;3150;2262;5090;0,21158; 0,68 ; 5,67 ; 53,23 ;151650;407,15;865
04.03.2020;235,27;222;200;5908,5;415,95;998;695,3;678; 38,46 ; 34,32 ;20756;827;123,16; 39,57 ;328,75; 92,60 ; 0,04 ;96,5;8566,5;71,56;3130;2292;5048;0,20614; 0,69 ; 5,63 ; 53,50 ;151550;404,55;849
05.03.2020;232,33;220;198;5862,5;410,6;988;696,2;679,7; 37,76 ; 33,71 ;20780;830;124,38; 39,27 ;329,55; 89,54 ; 0,04 ;94,93;8628;71,65;3121;2325;5070;0,20172; 0,67 ; 5,61 ; 53,33 ;151350;401,6;852
06.03.2020;219,99;210,01;188,27;5592;392,95;964,8;658,5;650,1; 35,68 ; 34,04 ;21762;808,6;119,56; 38,42 ;318,8; 85,08 ; 0,04 ;90,95;8885;70,75;2984;2267;5100;0,1929; 0,64 ; 5,46 ; 51,54 ;145950;375,05;829,2
10.03.2020;201,2;193,18;171;4549;326,5;963;530;527; 30,84 ; 37,92 ;21230;829;118,04; 38,38 ;294,8; 80,20 ; 0,04 ;90;9381,5;68,61;2669,5;2347;5380;0,17128; 0,57 ; 4,94 ; 49,51 ;139950;324;767,2
11.03.2020;194,53;188,8;172,03;4908;314,05;916,6;527,7;523,5; 31,25 ; 37,59 ;20238;824;120,7; 38,49 ;293,3; 77,82 ; 0,04 ;92,64;9372,5;69,42;2705;2325;5470;0,16392; 0,55 ; 4,96 ; 48,25 ;137700;317,75;752
12.03.2020;175,91;171,37;163,73;4511,5;277,5;801;469,8;456; 29,40 ; 37,07 ;18500;776,8;111,14; 35,00 ;272,95; 71,08 ; 0,03 ;91,69;8970;63,55;2337;2172;5530;0,146; 0,48 ; 4,45 ; 45,97 ;141650;285,9;676,4
13.03.2020;198,6;185,85;166,1;4414;266,25;806;458,7;455,5; 27,50 ; 35,73 ;18038;809,6;109,54; 34,96 ;269; 73,96 ; 0,03 ;90,01;8744,5;62,79;2501;2099;5600;0,15006; 0,50 ; 4,41 ; 45,40 ;138950;286,6;670
16.03.2020;195,85;177;168,07;4251;258,5;824,2;442,3;425,8; 26,05 ; 36,00 ;17090;818,8;108,76; 35,40 ;267,1; 68,68 ; 0,03 ;87,5;7954;59,95;2636;2156;5500;0,15012; 0,50 ; 4,48 ; 43,57 ;144850;264;600
17.03.2020;184,01;172,46;167;4168,5;249,15;788,4;422,1;404,3; 26,33 ; 36,90 ;17180;800,4;107,8; 34,25 ;268,45; 64,58 ; 0,03 ;83,97;8121;58,98;2765,5;2236;5594;0,14962; 0,49 ; 4,44 ; 44,50 ;145200;252;540,4
18.03.2020;174,27;162;166,34;3754;234;715,8;385;365,5; 24,84 ; 36,10 ;15500;780;101,1; 32,00 ;256,75; 56,70 ; 0,03 ;80,98;8383,5;54;2780;2284;5748;0,13636; 0,49 ; 4,18 ; 38,87 ;135000;240;510
19.03.2020;189,51;172,95;174,56;4333;264,4;832,4;455,9;410,3; 27,00 ; 36,53 ;16252;812;108,42; 33,70 ;265,5; 58,62 ; 0,03 ;88,46;8456,5;59,7;2950;2314;6000;0,144; 0,51 ; 4,42 ; 41,06 ;133050;269;530
20.03.2020;195,69;180,9;176,26;4472,5;287,75;781,8;515,6;469,5; 26,86 ; 35,71 ;16358;812,6;111,56; 33,96 ;276,5; 64,32 ; 0,03 ;92;8495,5;57,3;3002,5;2311;6020;0,15046; 0,54 ; 4,64 ; 40,77 ;134750;281,4;521,6
23.03.2020;183,37;174,2;168,35;4175,5;274;806;503,8;465,2; 26,10 ; 35,02 ;16240;793,6;108,36; 33,18 ;262,1; 62,70 ; 0,03 ;91,6;8423;57,56;2986;2360;6120;0,149; 0,58 ; 4,56 ; 41,07 ;131700;265,5;518
24.03.2020;192,64;181,1;177,95;4494;298,5;864;561,2;517,7; 28,25 ; 35,20 ;19028;843,8;116,08; 34,20 ;280; 68,42 ; 0,03 ;94,46;9520,5;58,37;3020;2419;6078;0,162; 0,62 ; 4,84 ; 42,70 ;136750;280;584
25.03.2020;188,08;177,01;180,2;4590;304,75;922,2;562,2;510,1; 29,67 ; 35,40 ;19930;853,4;122,12; 35,90 ;278,35; 72,68 ; 0,03 ;92,97;9995;61,61;3070;2407;5984;0,16266; 0,62 ; 4,87 ; 43,64 ;139250;291,5;577
26.03.2020;188,07;179,1;181,5;4700;316,2;918,2;560;527; 32,25 ; 35,90 ;20100;848,8;119,76; 36,78 ;285,95; 70,60 ; 0,03 ;92,78;11047,5;60,46;3249,5;2449;6030;0,16; 0,62 ; 4,80 ; 43,82 ;141750;297,7;558
27.03.2020;180,38;173;174,5;4430;302,8;869,6;530;503; 30,93 ; 35,41 ;19306;825,4;116,4; 35,75 ;290; 66,78 ; 0,03 ;91,73;10820,5;56,9;3140;2408;5970;0,15506; 0,60 ; 4,55 ; 43,40 ;138350;290;550
30.03.2020;183;173,75;176,44;4459;301;866;521,8;487; 31,70 ; 37,00 ;19462;843,6;118,78; 36,14 ;296,95; 65,48 ; 0,03 ;93,6;11172,5;58,72;3128,5;2473;5966;0,15406; 0,60 ; 4,70 ; 42,61 ;140200;287,05;558,8
31.03.2020;187,21;176,83;181,41;4715;314,35;917,6;552,6;520,5; 33,90 ; 37,60 ;19518;866,6;124; 38,50 ;299,1; 68,38 ; 0,03 ;97,25;10637,5;64,59;3202,5;2480;5990;0,16098; 0,61 ; 4,92 ; 43,10 ;147750;305;587
01.04.2020;184,78;174,1;180,06;4674,5;321;891;544;516; 35,00 ; 37,80 ;18952;848,4;122,8; 38,49 ;297; 68,00 ; 0,03 ;96,71;10038;63,43;3140;2431;5970;0,15922; 0,61 ; 4,91 ; 43,31 ;144600;300,7;589,8
02.04.2020;186,95;174,34;187,04;5050;340,5;953;585;554; 35,67 ; 38,90 ;18998;859,6;122,7; 38,10 ;299,3; 68,80 ; 0,03 ;97,25;10354,5;61,8;3190;2439;5950;0,15962; 0,62 ; 4,93 ; 43,40 ;147750;315,5;589,4
03.04.2020;185,64;175,5;189,77;5204,5;345;987;600,6;567,5; 36,39 ; 38,60 ;19032;882;124,84; 37,92 ;295,6; 69,86 ; 0,03 ;99;10394,5;61,59;3189;2430;5976;0,16432; 0,63 ; 5,05 ; 43,50 ;151200;333,1;591,8
06.04.2020;190,7;179,88;191,1;5163;343;1006,2;608,9;566,4; 37,25 ; 38,86 ;19590;892,8;130; 39,88 ;308,85; 72,72 ; 0,03 ;100,75;10818,5;63,5;3262;2443;6000;0,1785; 0,64 ; 5,30 ; 44,70 ;159850;339,4;613
07.04.2020;197,63;183,74;191,22;5118;339,5;1038;583,6;548,6; 37,20 ; 37,47 ;19780;888;132,24; 39,04 ;308,7; 75,82 ; 0,03 ;101,37;10970;65,8;3255;2480;5996;0,17414; 0,63 ; 5,27 ; 46,95 ;158450;336,8;608
08.04.2020;200,29;185,17;194,11;5140;341,5;1053,8;598;555,4; 36,88 ; 38,70 ;20164;899,2;133; 39,96 ;313,85; 77,00 ; 0,04 ;104,2;11050,5;65,58;3372,5;2560;6000;0,17824; 0,64 ; 5,29 ; 46,80 ;157700;338,9;610
09.04.2020;203,61;186,6;193,86;5201;353;1073;606,2;572; 37,52 ; 38,26 ;21138;905;133,46; 40,18 ;310,45; 78,48 ; 0,04 ;106,9;11260,5;67,33;3318;2575;5982;0,18002; 0,64 ; 5,27 ; 45,79 ;156000;341,65;612
10.04.2020;201,99;185,34;192;5130;344;1062,6;601,4;567; 37,08 ; 38,13 ;20650;900;131,58; 39,85 ;310,95; 78,80 ; 0,04 ;105,4;11401;66,35;3321,5;2542;6034;0,1808; 0,63 ; 5,25 ; 44,86 ;155300;337;609,6
13.04.2020;198,26;181,4;188,07;5040;336,7;1024;587;542,2; 36,01 ; 37,65 ;20100;882,2;129,92; 39,34 ;308; 76,50 ; 0,04 ;103,33;11525;64,75;3286;2547;5750;0,177; 0,61 ; 5,23 ; 43,75 ;153400;332,1;599
14.04.2020;197,37;180,36;190,11;4844;330,95;1007,2;554,6;521,2; 35,65 ; 37,76 ;20702;899;129,04; 39,84 ;310,95; 75,36 ; 0,04 ;106,2;12150;63,5;3362;2587;5740;0,17812; 0,63 ; 5,25 ; 43,71 ;154550;325;598,2
15.04.2020;186,07;172;184,25;4484;307,25;952;510,6;485; 33,75 ; 36,75 ;19646;861,2;125,32; 37,93 ;304; 72,10 ; 0,03 ;102,68;11472,5;59,9;3244,5;2615;5740;0,173; 0,60 ; 4,89 ; 42,41 ;145950;308,2;565,2
16.04.2020;188,5;172,16;184,3;4561,5;305,75;938,4;510,4;484; 34,30 ; 36,56 ;19520;857,4;125,5; 38,79 ;303,4; 73,42 ; 0,03 ;108,58;11940;59,24;3196,5;2600;5816;0,1748; 0,60 ; 4,85 ; 41,80 ;155250;304;568,2
17.04.2020;191,8;174,1;184,68;4620;313,9;957,8;516,4;494; 34,36 ; 37,00 ;19718;864,6;126,1; 38,73 ;305,35; 74,20 ; 0,03 ;113,37;11685;60,78;3236;2627;5762;0,1752; 0,62 ; 4,97 ; 42,20 ;150000;310,1;574,8
20.04.2020;189,32;171,37;185,51;4522,5;307,9;971,2;488,4;461; 34,00 ; 37,57 ;20036;874,2;127,5; 39,32 ;306; 73,28 ; 0,03 ;111,8;11635;60,02;3165;2644;5828;0,1722; 0,60 ; 4,96 ; 41,75 ;143500;310;575
21.04.2020;186,05;167,65;181,92;4475;304;955;476,7;446; 33,55 ; 37,05 ;19240;866;124,88; 39,12 ;302; 73,94 ; 0,03 ;111;11794,5;60,28;3142,5;2692;5940;0,17204; 0,62 ; 4,86 ; 40,57 ;139400;303,95;563,8
22.04.2020;190,2;171,9;188,36;4810,5;321,95;981,4;514,4;474; 35,67 ; 37,12 ;19614;868,6;125,5; 39,80 ;309,7; 75,12 ; 0,03 ;116,04;12209;61,71;3205;2765;5998;0,1772; 0,63 ; 4,99 ; 41,01 ;139350;316;569
23.04.2020;190,94;172,64;188,73;4902,5;335;976,4;532,2;493; 35,89 ; 37,10 ;20216;870;127,46; 40,01 ;314,25; 75,00 ; 0,03 ;117,5;11951;62,87;3287;2705;5896;0,1821; 0,63 ; 5,00 ; 41,23 ;140000;319,2;578,2
24.04.2020;188,91;171,46;185,71;4745,5;324;973,2;521,9;481; 35,13 ; 36,85 ;20150;862,4;124,84; 39,13 ;306,8; 73,62 ; 0,03 ;117,03;12095;61,11;3215,5;2719;5838;0,1812; 0,61 ; 4,91 ; 40,91 ;137000;314,35;574
27.04.2020;188,9;172,43;186,29;4650;322,9;993,8;516,7;480,1; 35,00 ; 36,42 ;20034;869;123,16; 40,70 ;311,4; 74,38 ; 0,03 ;120,1;12081;61,76;3356;2735;5800;0,18; 0,62 ; 5,00 ; 41,01 ;134050;316;580
28.04.2020;192,8;176,12;188,5;4738,5;325,1;1034,2;529,8;487; 36,80 ; 36,41 ;20054;870;125,6; 41,68 ;313,5; 75,44 ; 0,03 ;125,35;11916,5;63,77;3380;2790;5836;0,18214; 0,63 ; 5,18 ; 41,18 ;135050;321,95;593,8
29.04.2020;195,8;177,5;193,87;4897;337,95;1040,2;558,6;520; 37,44 ; 36,67 ;20596;875,6;127,1; 40,35 ;319,2; 76,50 ; 0,04 ;121,5;11935,5;63,9;3467;2761;5840;0,1854; 0,64 ; 5,23 ; 41,67 ;137700;330,35;602
30.04.2020;197,25;177,2;190;4826,5;335,65;1037,2;550;514,1; 37,12 ; 36,34 ;20478;889,6;128,34; 40,26 ;319,6; 75,76 ; 0,03 ;120,23;12110;62,2;3690;2701;5770;0,18354; 0,63 ; 5,00 ; 41,45 ;136500;335,45;604
04.05.2020;193,69;176,34;185,7;4848,5;331;1030;544,9;507; 36,41 ; 36,27 ;20126;871;124,8; 39,51 ;316,55; 74,40 ; 0,03 ;119,6;12023;62,5;3760;2765;5854;0,18336; 0,63 ; 4,93 ; 40,92 ;136650;329,55;607,6
05.05.2020;194,75;178,49;190;4975;342,5;1059,8;551,6;515; 36,85 ; 36,16 ;20034;873,2;125,08; 39,50 ;320,4; 75,70 ; 0,04 ;120,99;11832;62,79;3702;2742;5850;0,183; 0,64 ; 4,94 ; 41,08 ;136500;334,15;613,6
06.05.2020;195,7;181;187,05;4857,5;336,65;1060;541,5;507,7; 35,72 ; 35,89 ;19940;870,6;124,06; 39,13 ;318; 75,30 ; 0,04 ;122,74;11920,5;61,73;3690;2757;5784;0,1815; 0,63 ; 4,88 ; 40,82 ;135400;331,05;617,2
07.05.2020;195,51;180,02;185,85;4839;343;1028;544;510,7; 36,54 ; 35,79 ;20224;869,2;124,9; 38,50 ;320,3; 74,10 ; 0,04 ;124,78;11839;62,51;3694;2725;5786;0,1824; 0,63 ; 4,86 ; 40,60 ;136000;329,85;624,8
08.05.2020;196,02;179,79;185,34;4832;348;1032;546,5;519; 37,20 ; 35,82 ;20144;871,4;125; 38,10 ;325,3; 72,88 ; 0,04 ;127,09;11973;62,4;3663;2730;5844;0,1863; 0,63 ; 4,88 ; 40,21 ;135300;331,9;598,6
12.05.2020;191,4;177,9;186,17;4897,5;351,1;1028;541,9;520,4; 37,16 ; 35,73 ;21016;853,4;122,1; 37,96 ;323,6; 72,32 ; 0,04 ;128,3;11979;62,86;3575,5;2745;5886;0,188; 0,64 ; 4,82 ; 39,94 ;133550;328,3;580
13.05.2020;187,31;174,62;184,2;4819;348;1002,6;517,8;494,1; 36,45 ; 35,50 ;20762;838;118,24; 37,50 ;318,45; 72,00 ; 0,03 ;127,28;12295;61,18;3631;2752;5872;0,18828; 0,65 ; 4,71 ; 39,92 ;128700;322,3;579,4
14.05.2020;183,81;172,63;183,91;4870;347,15;1003;522,6;495,6; 39,28 ; 36,33 ;20104;823,4;117,28; 37,12 ;315,15; 72,16 ; 0,03 ;116,46;12350;61,09;3508;2733;5882;0,18694; 0,63 ; 4,66 ; 39,60 ;129550;316,65;565,8
15.05.2020;183,85;172,28;183,85;4874,5;350,05;1008,2;514,2;496; 40,15 ; 35,95 ;20206;824,2;118,4; 37,01 ;320,15; 70,94 ; 0,03 ;113,57;12306;59,82;3544,5;2756;5888;0,18204; 0,64 ; 4,65 ; 39,68 ;129400;320,2;583,2
18.05.2020;188,93;177,14;192,5;5170,5;375,05;1060;549;520; 40,60 ; 36,50 ;21474;861;124,64; 37,85 ;325,5; 71,56 ; 0,03 ;115,91;12257;61,33;3619,5;2734;5840;0,18698; 0,66 ; 4,75 ; 40,15 ;128900;329,95;602
19.05.2020;189;174,59;194,2;5272;376,5;1077;549,6;516,6; 40,04 ; 36,55 ;21920;862,4;125,02; 37,75 ;327,25; 72,62 ; 0,03 ;114,4;12110;61,5;3657;2744;5996;0,18796; 0,68 ; 4,81 ; 39,90 ;130100;328,05;593
20.05.2020;193,98;177,88;196,74;5450;380,25;1140;566,5;529,1; 40,80 ; 36,86 ;22952;884,4;128,1; 38,62 ;332,55; 73,02 ; 0,04 ;115,8;12073,5;63,97;3640;2774;5968;0,19296; 0,67 ; 4,89 ; 40,14 ;133300;333,3;593
21.05.2020;192,4;176,79;194,74;5286;367;1093;540;511,2; 39,00 ; 36,02 ;22536;863,6;125,7; 38,10 ;328,7; 72,68 ; 0,03 ;115,35;11925;63,6;3600;2738;5960;0,192; 0,65 ; 4,85 ; 40,03 ;132500;328,75;586,6
22.05.2020;188,9;176,66;194,35;5317;364,5;1078,4;544;510,9; 39,80 ; 35,61 ;22002;872;128,28; 38,17 ;327,1; 73,00 ; 0,03 ;114,47;11814,5;63,81;3616;2789;6050;0,19578; 0,66 ; 4,97 ; 39,96 ;131550;327,45;580,4
25.05.2020;191;176,8;197,55;5412,5;373,95;1096;557;515,6; 41,83 ; 36,70 ;22394;908;132,2; 39,28 ;332,2; 73,60 ; 0,04 ;115,98;11975;63,9;3635;2796;6194;0,19892; 0,67 ; 5,15 ; 39,94 ;131050;332,85;588,2
26.05.2020;194;177,22;196,86;5445;374,4;1093;559,9;528; 41,70 ; 36,35 ;22118;905;134; 39,44 ;331,9; 74,46 ; 0,04 ;115,33;11628;64,7;3615,5;2800;6050;0,1955; 0,69 ; 5,11 ; 40,29 ;132000;334;591
27.05.2020;198,51;178,8;194,73;5352,5;374,9;1068;559,8;519,1; 40,69 ; 36,37 ;22110;919,4;135,7; 39,69 ;326,5; 77,90 ; 0,04 ;114,59;11262,5;65,84;3744,5;2812;6034;0,19216; 0,69 ; 5,08 ; 40,72 ;132000;334;589,2
28.05.2020;205;185,5;196,86;5392;377,45;1084;565;529,7; 40,50 ; 36,40 ;22544;940;138,8; 41,83 ;324,05; 79,20 ; 0,04 ;115,39;11340;67,95;3827;2875;6090;0,18676; 0,70 ; 5,11 ; 41,04 ;132850;336;593,8
29.05.2020;200,5;181,6;199,95;5242,5;376,2;1029,6;532;509; 39,61 ; 35,41 ;22110;934,6;137,76; 40,44 ;320; 78,06 ; 0,04 ;114,29;11673;66;3740;2788;6120;0,18354; 0,69 ; 4,94 ; 40,45 ;129100;333;584,8
01.06.2020;203,66;184;198,72;5318;378,7;1039,2;542,5;520,8; 39,95 ; 35,42 ;22026;939;137,72; 41,00 ;319,6; 81,88 ; 0,04 ;114,42;11400;69,02;3832;2802;6172;0,18398; 0,69 ; 4,95 ; 40,07 ;133650;337,5;590,6
02.06.2020;212;192,5;201,97;5400;387;1066;560,1;526; 40,23 ; 35,64 ;22220;945;138,16; 41,60 ;326,7; 84,40 ; 0,04 ;115,5;11142;68,27;3899,5;2819;6084;0,184; 0,71 ; 5,05 ; 40,50 ;138100;345;606,2
03.06.2020;221,5;198,99;208;5549,5;396,95;1066,8;569;544,9; 40,00 ; 34,90 ;21824;954,6;139,88; 42,59 ;329,7; 86,60 ; 0,04 ;118,48;10567;68,03;3869;2839;6004;0,1875; 0,71 ; 5,09 ; 40,74 ;139400;352,4;644,8
04.06.2020;213,1;193,1;201,46;5430;390,05;1067,6;559,2;540; 39,99 ; 34,46 ;20000;940,6;138,86; 42,52 ;323,5; 85,96 ; 0,04 ;118,4;10688,5;66,89;3836;2816;5958;0,18362; 0,72 ; 5,00 ; 40,60 ;138850;345;635
05.06.2020;219,1;200,3;203,05;5460;401,95;1086,4;569,9;550,8; 40,34 ; 34,60 ;20400;949;142; 42,51 ;326,25; 89,80 ; 0,04 ;118,28;10246;65,05;3846;2818;5900;0,1838; 0,74 ; 5,05 ; 41,10 ;139000;351,75;647,8
